60	1995	6.2	19	13	6	68	0	2	1	1	50	2.7	5127	41
61	1996	0	0	0	0	0	0	0	0	0	0	0	0	0
62	1995	6.7	26	19	7	73	7.5	6	5	1	83	3.5	9569	79
63	1996	4.5	24	7	17	29	5.6	7	3	4	42	0	0	0
64	1996	3.9	27	3	24	11	0	4	0	4	0	2.6	1608	29
65	1996	1.9	21	1	20	4	2	7	0	7	0	2.6	8972	51
66	1996	2.8	9	1	8	11	0	3	1	2	33	2.1	952	18
67	1995	5	10	4	6	40	0	4	1	3	25	3.3	685	54
68	1995	6.1	10	5	5	50	0	4	1	3	25	3.4	597	58
69	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1996	6	43	27	16	62	4.9	10	5	5	50	3.4	36073	75
71	1995	2.4	24	3	21	12	3.1	8	1	7	12	2.1	1761	16
72	2005	5.1	137	57	80	41	5	31	12	19	38	3	14260	51
73	1998	6.9	41	31	10	75	6.6	11	6	5	54	3.6	7310	81
74	1996	5.3	14	3	11	21	5.2	5	1	4	20	3.2	3163	66
75	1996	2.8	7	0	7	0	0	2	0	2	0	2.4	1459	23
76	1995	4.7	30	9	21	30	4.9	9	2	7	22	3	2070	45
77	1995	7.1	13	11	2	84	8	5	4	1	80	4	87	85
78	1995	6.5	27	20	7	74	0	4	2	2	50	3.3	2170	56
79	1996	4.4	19	3	16	15	4.3	6	1	5	16	2.8	2266	39
80	1995	6.8	20	16	4	80	6.6	8	6	2	75	4	547	86
81	1995	4.9	27	9	18	33	5.5	5	1	4	20	3.5	3197	72
82	1995	6.5	25	16	9	64	7.8	10	9	1	90	4.2	1707	90
83	1995	7.3	14	10	4	71	7.9	5	5	0	100	3.7	414	76
84	1995	5.6	15	9	6	60	0	2	2	0	100	3.3	89	47
85	1995	6.5	20	14	6	70	8.1	5	5	0	100	3.3	635	62
86	1996	5.8	30	19	11	63	6.3	10	7	3	70	3.2	3184	62
87	1996	3.8	15	1	14	6	0	4	1	3	25	2.5	2935	39
88	2006	6.4	87	61	26	70	6.3	21	15	6	71	3.2	19454	54
89	1995	4.6	28	8	20	28	3.8	5	0	5	0	3.1	10563	54
90	1995	6.2	7	4	3	57	0	2	1	1	50	3.1	286	54
92	1996	4.4	41	11	30	26	4.6	9	2	7	22	2.8	3733	41
93	1995	3.6	28	3	25	10	3.1	9	0	9	0	2.4	6122	37
94	1996	7	46	36	10	78	6.3	14	9	5	64	3.6	4674	79
95	1996	5.8	29	16	13	55	6.1	6	3	3	50	2.9	12489	51
96	1995	7.3	19	17	2	89	0	3	2	1	66	4.1	309	88
97	1995	8	14	14	0	100	0	4	4	0	100	4.3	11987	95
98	2005	5	29	12	17	41	5	15	5	10	33	2.8	691	37
99	1995	7.5	7	5	2	71	8.8	5	4	1	80	3	281	46
100	1996	6.1	22	12	10	54	7	6	3	3	50	3	2730	42
101	1996	6.6	42	33	9	78	6.1	9	5	4	55	3.7	16217	80
102	1996	3.1	28	1	27	3	3.1	8	0	8	0	2.4	1544	29
103	1996	4.4	26	6	20	23	0	4	0	4	0	3	358	36
104	1996	5.5	50	29	21	58	5.1	11	4	7	36	3.7	114875	83
105	1995	7.2	40	36	4	90	7.9	9	9	0	100	3.6	11573	83
106	1994	6	6	4	2	66	0	1	1	0	100	4.2	161	89
107	1996	6.1	22	15	7	68	7.4	5	4	1	80	3.2	8588	68
110	1995	7	48	37	11	77	6.7	16	12	4	75	3.8	204275	83
111	1976	8.7	50	49	1	98	7.7	9	8	1	88	4.1	58145	93
112	1995	6.4	52	41	11	78	6.5	16	13	3	81	3.1	7517	62
113	1996	4.8	19	6	13	31	5.7	5	2	3	40	3	1276	39
114	1995	6.9	6	4	2	66	0	1	1	0	100	3.7	500	76
115	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
116	1995	7.8	27	26	1	96	7.6	16	15	1	93	3.7	1076	79
117	1995	7.1	13	11	2	84	0	3	3	0	100	3.7	541	79
118	1996	4	26	5	21	19	4.3	9	2	7	22	3.1	1202	49
119	1995	4.5	13	2	11	15	0	3	0	3	0	2.9	555	36
120	1996	4.8	9	2	7	22	0	3	0	3	0	2.9	822	40
121	1992	8.2	6	6	0	100	0	1	1	0	100	3.5	401	77
122	1992	4.8	27	10	17	37	5.4	8	4	4	50	2.8	4751	55
123	1994	7.7	27	26	1	96	6.8	7	6	1	85	4.2	11068	93
124	1995	6.5	12	9	3	75	7	5	4	1	80	3.7	543	73
125	1996	7.4	42	36	6	85	8.5	6	6	0	100	3.3	2127	65
126	1994	0	3	1	2	33	0	0	0	0	0	0	0	0
128	1995	0	4	3	1	75	0	1	0	1	0	0	0	0
129	1996	0	2	1	1	50	0	0	0	0	0	0	0	0
130	1999	5.7	84	44	40	52	5.3	26	10	16	38	3.6	4588	79
131	1995	5.8	6	4	2	66	0	1	1	0	100	3.8	133	61
132	2001	5.2	122	55	67	45	5	36	14	22	38	3.1	4108	52
134	1995	0	3	2	1	66	0	0	0	0	0	0	0	0
135	1996	3.8	31	4	27	12	4	8	1	7	12	2.8	3851	60
136	1995	7.6	9	9	0	100	0	3	3	0	100	4	30	75
137	2006	4.4	141	30	111	21	5	35	11	24	31	3	29127	51
139	1993	5.2	29	14	15	48	5.6	7	4	3	57	0	0	0
140	1996	5.1	31	10	21	32	6.5	6	3	3	50	3.2	2932	63
141	1996	6.7	29	22	7	75	7.5	5	5	0	100	3.3	13502	75
143	1995	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
144	1995	7.1	34	31	3	91	7.8	6	6	0	100	3.2	1225	55
145	1995	4.8	41	16	25	39	3.7	9	1	8	11	3.5	67658	79
146	1995	4.3	9	2	7	22	0	3	1	2	33	3	1335	46
147	1995	4.9	35	15	20	42	4.7	11	3	8	27	3.5	12119	77
148	1995	5.4	11	4	7	36	0	3	0	3	0	3.2	1433	55
149	2005	3.9	24	4	20	16	0	4	1	3	25	3	8865	46
150	1995	8	51	49	2	96	7.9	11	10	1	90	3.6	30565	78
151	1995	6.3	42	30	12	71	5.8	10	5	5	50	3.3	5253	73
152	2006	3.1	149	10	139	6	3.2	35	1	34	2	2.5	28208	33
153	1995	5.2	54	23	31	42	5.9	14	10	4	71	2.9	47498	42
154	1967	8.6	36	34	2	94	7.9	9	8	1	88	4	1378	84
155	1995	5.1	30	11	19	36	5	10	4	6	40	3.5	3962	64
156	1995	5.5	20	9	11	45	0	3	1	2	33	3.5	1323	73
157	1995	3.3	14	2	12	14	0	2	0	2	0	2.9	3460	49
158	1995	4.7	34	14	20	41	4.5	10	3	7	30	3	20672	54
159	1995	6.5	46	31	15	67	6.7	12	9	3	75	3.5	2502	74
160	1995	3.6	42	9	33	21	3.2	12	1	11	8	2.6	7008	34
161	1995	7.4	44	38	6	86	8	10	9	1	90	3.5	11550	77
162	1994	8.3	39	37	2	94	0	4	4	0	100	4	2689	88
163	1995	6.3	38	23	15	60	5.4	10	3	7	30	3.5	23821	79
164	1995	7.3	50	44	6	88	7	14	11	3	78	3.3	2742	64
165	1995	5.7	42	20	22	47	5.8	10	5	5	50	3.6	61394	83
166	1995	4.9	29	14	15	48	5.3	12	7	5	58	3.3	2680	64
167	1995	6.2	9	6	3	66	0	4	2	2	50	2.9	226	40
168	1995	5.2	42	19	23	45	5.5	14	7	7	50	3	13290	59
169	1995	4.6	12	3	9	25	0	3	1	2	33	2.8	8336	53
170	1995	4.7	19	7	12	36	0	3	2	1	66	3.2	16863	66
171	1995	6.1	23	14	9	60	5.7	9	4	5	44	3.4	836	68
172	1995	3.3	28	4	24	14	4.7	5	1	4	20	2.5	7062	33
173	1995	3.6	47	7	40	14	3.7	10	0	10	0	2.5	10571	35
174	1995	2.1	11	0	11	0	0	2	0	2	0	2.4	1843	33
175	1995	5	52	26	26	50	6.5	7	4	3	57	3.5	11282	78
176	1995	7.4	24	21	3	87	0	2	2	0	100	3.8	1878	85
177	1995	5.7	19	13	6	68	0	2	1	1	50	3	2344	51
178	1993	6.5	11	7	4	63	0	4	2	2	50	0	0	0
179	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
180	1995	5.4	40	21	19	52	5	9	2	7	22	3.6	40221	83
181	1995	4.6	19	8	11	42	5.5	8	5	3	62	2.7	5904	52
182	1995	4.6	13	2	11	15	0	3	0	3	0	3.1	978	51
183	1994	6.9	19	15	4	78	7.3	6	5	1	83	3.2	644	61
184	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
185	1995	5.1	33	11	22	33	6.9	5	3	2	60	2.8	10933	50
186	1995	4.3	24	6	18	25	5	5	1	4	20	2.7	8930	40
187	1995	6.3	31	24	7	77	6	13	8	5	61	3.5	1243	73
188	1995	5.2	19	8	11	42	0	1	0	1	0	3.3	5062	71
189	1949	0	3	3	0	100	0	0	0	0	0	0	0	0
190	1964	7.6	13	12	1	92	0	0	0	0	0	0	0	0
191	1995	3	33	5	28	15	3.6	11	1	10	9	2.9	3493	48
193	1995	2.9	41	5	36	12	3.4	10	0	10	0	2.3	7443	35
194	1995	7.8	27	25	2	92	0	4	3	1	75	3.9	3101	88
195	1995	5.3	27	10	17	37	6.5	9	5	4	55	3	6137	55
196	1995	4.9	31	12	19	38	5.1	5	1	4	20	2.7	6716	37
197	1995	4.9	7	2	5	28	0	1	0	1	0	3	66	18
198	1995	6	38	23	15	60	5.9	8	4	4	50	3.3	7016	70
199	1964	8.6	45	44	1	97	7.9	10	9	1	90	4.1	3199	86
200	1995	2.8	9	1	8	11	0	3	0	3	0	3	286	34
201	1995	4.4	15	2	13	13	0	4	0	4	0	3	1249	52
202	1995	4.9	16	4	12	25	0	4	1	3	25	3.4	2222	63
203	1995	5	23	8	15	34	5.2	5	0	5	0	3.1	6833	69
204	1995	4.5	29	10	19	34	0	3	2	1	66	2.6	5213	47
205	1995	6.3	21	16	5	76	0	4	2	2	50	3.2	530	54
206	1995	6.7	13	10	3	76	7.9	5	5	0	100	3.3	64	67
207	1995	5.5	22	9	13	40	0	3	1	2	33	3.3	12692	74
208	1995	5.1	48	20	28	41	6.4	9	7	2	77	2.6	18023	46
209	1995	4.5	32	8	24	25	4.4	10	1	9	10	2.8	1275	38
210	1995	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
211	1951	7.8	17	15	2	88	0	3	1	2	33	4.3	270	94
212	1995	2.1	9	0	9	0	0	2	0	2	0	2.6	1388	38
213	1994	7	13	10	3	76	0	4	3	1	75	4.3	1533	93
214	1994	7.5	12	10	2	83	0	2	2	0	100	4.4	1683	93
215	1995	8.2	34	34	0	100	9.3	5	5	0	100	4.1	20616	92
216	1995	4.8	35	15	20	42	0	4	1	3	25	3.5	91595	79
217	2007	4.4	26	8	18	30	4.6	12	3	9	25	2.9	1237	35
218	1995	6	32	23	9	71	6.1	8	5	3	62	3.1	4572	65
219	1995	5.5	10	4	6	40	0	4	1	3	25	3.7	2207	79
220	1995	5.4	7	4	3	57	0	0	0	0	0	0	0	0
222	1995	6.5	35	27	8	77	6.5	11	8	3	72	3.3	3292	65
223	1994	7.4	48	42	6	87	7.1	9	8	1	88	3.8	57642	89
224	1994	5.8	22	16	6	72	0	2	1	1	50	3.3	14169	70
225	1994	5.7	40	24	16	60	5.8	9	5	4	55	2.8	3648	41
226	1988	7.2	35	30	5	85	6.8	7	5	2	71	3.2	1497	58
227	1994	4.1	19	6	13	31	0	3	1	2	33	2.7	2485	36
228	1995	2.7	15	2	13	13	0	2	0	2	0	2.6	446	27
229	1994	7	48	40	8	83	6.2	10	7	3	70	3.6	1972	76
230	1995	6.8	33	28	5	84	0	4	3	1	75	3.4	4632	75
231	1994	5.8	45	28	17	62	4.8	10	4	6	40	3.3	95871	79
232	1994	7.4	31	29	2	93	7.9	8	8	0	100	4	3802	91
233	1994	8.3	27	26	1	96	0	3	3	0	100	3.7	1837	81
234	1994	2.4	15	1	14	6	0	3	0	3	0	2.3	1694	27
235	1994	7.9	57	52	5	91	7.2	12	9	3	75	3.7	28216	83
236	1995	5.7	21	10	11	47	0	4	1	3	25	3.2	11010	70
237	1995	5.4	33	17	16	51	4.7	8	2	6	25	3	2108	51
238	1995	5.2	6	3	3	50	0	0	0	0	0	0	0	0
239	1995	5.7	14	8	6	57	0	2	1	1	50	3.1	17024	57
240	1995	3.5	12	2	10	16	0	4	1	3	25	2.8	1077	41
241	1995	4	9	3	6	33	0	3	0	3	0	3.4	1598	70
242	1994	5.7	21	14	7	66	4.7	6	2	4	33	3.8	1092	81
243	1980	6.3	32	26	6	81	0	3	2	1	66	3.1	6492	64
244	1995	0	4	0	4	0	0	0	0	0	0	0	0	0
245	1994	5.6	21	13	8	61	5.2	7	3	4	42	3	263	41
246	1994	8.5	44	43	1	97	8.1	12	12	0	100	4.1	3243	92
247	1994	8.3	41	39	2	95	7.8	9	9	0	100	3.7	8208	82
248	1995	3.4	20	3	17	15	5.2	5	3	2	60	2.8	1745	51
249	1994	6	30	17	13	56	0	3	2	1	66	3.8	4786	87
250	1995	4.1	5	1	4	20	0	0	0	0	0	0	0	0
251	2003	4.7	143	44	99	30	4.5	34	10	24	29	3	5362	51
252	1994	5.1	21	9	12	42	0	3	1	2	33	2.8	3758	46
253	1994	5.8	45	26	19	57	4.6	10	4	6	40	3.7	77706	85
254	1995	4.9	14	5	9	35	0	3	1	2	33	2.8	404	27
255	1995	1.6	10	1	9	10	0	0	0	0	0	0	0	0
256	1994	4.7	30	10	20	33	5.8	8	5	3	62	2.4	9754	28
257	1995	4	26	6	20	23	4.2	8	2	6	25	3.1	2888	51
258	1995	3.2	6	0	6	0	0	0	0	0	0	0	0	0
259	1995	6.4	36	24	12	66	7.2	12	9	3	75	2.9	2125	39
260	1977	8.2	64	60	4	93	7.4	17	15	2	88	4.1	147448	93
261	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
262	1995	8.4	20	19	1	95	0	3	3	0	100	3.4	13643	81
263	1994	7.2	6	4	2	66	0	2	2	0	100	4	368	87
264	1994	7.9	8	8	0	100	0	1	1	0	100	3.5	421	67
265	1992	7.6	28	25	3	89	0	3	3	0	100	3.9	5713	86
266	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
267	1995	4.6	10	3	7	30	0	2	1	1	50	2.9	8555	69
268	1994	5.8	17	11	6	64	0	3	1	2	33	3.5	985	69
269	1993	6.6	15	12	3	80	0	3	2	1	66	3.9	2251	81
270	1994	4.8	26	8	18	30	0	3	1	2	33	3.5	1260	71
271	1995	5.1	28	12	16	42	5	9	4	5	44	3.6	2364	76
272	1994	7.8	42	39	3	92	8.1	10	10	0	100	3.6	1886	76
273	1931	8.5	38	38	0	100	7.8	5	5	0	100	3.6	7211	81
274	2005	3.3	60	5	55	8	3.9	16	4	12	25	3.1	10877	59
275	1994	2.8	28	2	26	7	2.5	6	0	6	0	2.9	2410	46
276	1994	2.6	25	1	24	4	2.5	8	0	8	0	2.7	2126	40
277	1947	8	31	29	2	93	0	2	2	0	100	3.5	5409	81
278	1995	6.1	18	8	10	44	0	3	2	1	66	2.6	766	28
279	1995	7.2	11	9	2	81	0	3	3	0	100	3.9	1137	85
280	1995	5.5	34	17	17	50	4.8	10	4	6	40	3.5	3888	78
281	1986	0	4	0	4	0	0	1	0	1	0	3	289	43
282	1994	5	31	16	15	51	0	3	3	0	100	3.1	5373	63
283	1995	6.5	7	4	3	57	0	3	2	1	66	3.8	814	81
284	1993	0	0	0	0	0	0	0	0	0	0	0	0	0
285	1994	0	1	0	1	0	0	0	0	0	0	0	0	0
286	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
287	1994	5.2	6	3	3	50	0	2	0	2	0	3.4	125	52
288	1994	6	29	15	14	51	5.9	7	3	4	42	3.5	39062	80
289	1994	5.5	22	11	11	50	0	3	1	2	33	3.3	4388	69
290	1994	7.7	31	29	2	93	7.4	8	7	1	87	0	0	0
291	1996	3.8	6	1	5	16	0	0	0	0	0	0	0	0
292	1995	5.6	41	24	17	58	5.1	10	4	6	40	3.1	10732	55
293	1994	6.8	39	30	9	76	5.8	8	4	4	50	4.1	59011	94
294	1995	6.3	15	10	5	66	5.9	5	2	3	40	3.2	500	50
295	1995	3.4	9	0	9	0	0	2	0	2	0	3.1	773	44
296	1994	8.9	50	47	3	94	8.4	14	13	1	92	4.2	249269	95
297	2009	3.5	128	16	112	12	3.9	25	4	21	16	3.1	77879	48
298	1992	0	2	2	0	100	0	0	0	0	0	0	0	0
299	1994	7.2	19	13	6	68	0	4	3	1	75	3.8	1042	81
300	1994	8.1	50	48	2	96	8.2	12	12	0	100	3.5	5428	79
301	1994	6.8	10	8	2	80	0	3	3	0	100	3.7	324	77
302	1994	5.9	22	17	5	77	0	2	1	1	50	4	2511	86
303	1995	5.9	39	22	17	56	4.2	8	1	7	12	3.1	12178	56
304	1995	5.1	13	4	9	30	0	2	0	2	0	3.2	387	51
305	1994	4.8	21	6	15	28	4.3	5	0	5	0	2.5	1885	26
306	1994	8.5	40	40	0	100	8.2	10	10	0	100	4.2	9557	94
307	1993	8.4	32	32	0	100	8	5	5	0	100	4.2	11731	93
308	1994	7.5	31	28	3	90	7.6	9	9	0	100	3.9	5105	86
309	1994	0	4	3	1	75	0	1	0	1	0	4.6	71	100
310	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
312	1995	4.6	25	7	18	28	5.2	10	3	7	30	2.6	531	44
313	1994	5.3	9	4	5	44	0	3	2	1	66	3.1	5951	66
314	1994	7.8	40	39	1	97	7.5	12	11	1	91	3.9	1439	86
315	1994	3.1	24	1	23	4	3.8	5	0	5	0	2.5	5147	34
316	1994	5.2	37	17	20	45	0	4	1	3	25	3.3	23611	75
317	1985	4.1	17	3	14	17	0	1	0	1	0	3.1	2513	66
318	1994	8	57	50	7	87	7.9	11	10	1	90	4.4	168839	98
319	1994	6.4	42	30	12	71	5.4	10	5	5	50	3.6	9041	81
320	1993	6.2	11	7	4	63	0	3	0	3	0	3.6	236	74
321	1994	6.6	19	15	4	78	0	2	2	0	100	3.9	848	83
322	1994	6.3	33	25	8	75	5.4	10	5	5	50	3.6	2888	78
324	1994	6.5	13	9	4	69	0	2	1	1	50	3.6	1056	74
325	1995	2.6	7	0	7	0	0	1	0	1	0	3	1370	53
326	1994	8.1	14	12	2	85	0	3	3	0	100	4.3	1836	95
327	1995	4.9	33	14	19	42	5.3	9	4	5	44	2.8	7013	61
328	1995	4	23	7	16	30	3.4	7	1	6	14	3.2	4989	63
329	1994	5.5	44	20	24	45	6.4	9	6	3	66	3.3	15342	62
330	1995	4.3	15	5	10	33	0	2	1	1	50	3.1	2119	58
331	1994	4.8	11	4	7	36	0	2	1	1	50	3.4	351	59
332	1995	4	30	9	21	30	4.2	5	2	3	40	2.7	4194	36
333	1995	5.2	38	17	21	44	3.6	6	1	5	16	3.6	34476	89
334	1994	7.6	32	28	4	87	7.7	9	8	1	88	3.7	466	73
335	1995	5.7	19	10	9	52	5.8	8	3	5	37	3	405	36
336	1980	0	4	2	2	50	0	0	0	0	0	0	0	0
337	1993	7.3	42	37	5	88	5.8	9	6	3	66	3.7	57512	86
338	1995	4.3	29	10	19	34	4	8	2	6	25	2.8	4167	37
339	1995	6.5	41	35	6	85	6.5	13	11	2	84	3.2	25923	75
340	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
341	1994	7	10	7	3	70	0	2	2	0	100	3.4	627	61
342	1994	7.1	32	29	3	90	0	4	4	0	100	3.4	8356	78
343	1995	6	15	9	6	60	6.1	7	3	4	42	2.9	1930	46
344	1994	4.6	37	18	19	48	0	2	0	2	0	3.1	163811	57
345	1994	7	29	27	2	93	7	6	5	1	83	3.7	8695	84
346	1994	6.2	34	25	9	73	6.5	9	6	3	66	3.3	926	67
347	1992	6.2	29	19	10	65	4.7	8	3	5	37	3.8	3436	79
348	1994	7.9	54	52	2	96	8.2	12	12	0	100	3.6	3913	79
349	1994	6.8	37	29	8	78	7.1	9	7	2	77	3.3	11095	69
350	1994	6.1	35	28	7	80	6.2	7	5	2	71	3.3	7408	67
351	1994	5.2	16	6	10	37	0	3	0	3	0	3.1	4265	65
352	1994	6.6	24	18	6	75	6.8	7	6	1	85	4.1	3115	87
353	1994	7	40	33	7	82	6.9	8	6	2	75	3.8	64467	87
354	1994	6.2	32	21	11	65	5.2	8	4	4	50	3.2	875	57
355	1994	3.7	40	8	32	20	4.5	7	2	5	28	2.5	11823	35
356	1994	6.9	53	37	16	69	7	13	9	4	69	4.1	205253	93
357	1994	7.5	49	47	2	95	7.3	9	8	1	88	3.2	21524	68
358	1995	5.3	34	17	17	50	4.6	11	4	7	36	3.5	4026	77
359	1994	7.4	9	7	2	77	0	3	3	0	100	4	625	85
360	1994	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
361	1994	6.2	34	23	11	67	6.2	8	6	2	75	3	6180	53
362	1967	7.3	27	24	3	88	0	2	1	1	50	3.5	35715	70
363	1993	7.6	22	21	1	95	0	4	3	1	75	3.7	257	81
364	1994	8	61	56	5	91	7.8	13	13	0	100	3.9	127550	89
365	1993	5.8	22	14	8	63	6.4	7	4	3	57	3.1	2898	50
366	1994	6.6	31	25	6	80	6.3	9	7	2	77	3.2	11902	65
367	1994	6.4	44	33	11	75	6.1	9	5	4	55	3.2	68419	66
368	1994	6	37	26	11	70	7.4	6	6	0	100	3.2	11507	68
369	1994	6.3	24	17	7	70	0	3	2	1	66	3.5	634	62
370	1994	5.6	32	17	15	53	7	7	6	1	85	2.9	10482	59
371	1994	6.7	31	27	4	87	6.9	7	6	1	85	3.1	1357	54
372	1994	6	42	27	15	64	6.1	9	5	4	55	3.3	10533	74
373	1993	7.5	37	35	2	94	7.2	8	7	1	87	0	0	0
374	1994	4.2	20	5	15	25	4.8	5	2	3	40	2.5	10242	38
375	1994	5.8	12	6	6	50	0	3	1	2	33	3.4	310	59
376	1994	5.8	27	15	12	55	5.8	6	3	3	50	2.9	5610	50
377	1994	7.6	41	37	4	90	7.1	9	7	2	77	3.3	51008	72
378	1994	3.9	25	3	22	12	3.8	6	0	6	0	2.8	683	34
379	1994	5.3	38	18	20	47	5.1	9	4	5	44	2.6	6534	38
380	1994	6.4	45	31	14	68	5.4	9	5	4	55	3.2	27905	70
381	1994	6.5	19	13	6	68	0	3	2	1	66	3.3	6791	76
382	1994	5.9	48	29	19	60	5.9	8	5	3	62	2.8	6634	43
383	1994	5.3	26	11	15	42	0	3	0	3	0	3.2	8070	63
384	2002	3.9	134	14	120	10	4	31	5	26	16	2.8	6415	42
385	1994	7	12	10	2	83	0	3	2	1	66	3.6	111	62
386	1994	3.2	16	2	14	12	0	2	0	2	0	3	1184	49
387	1994	3.6	20	0	20	0	3.5	6	0	6	0	2.9	3460	58
388	1993	6.3	34	26	8	76	5	10	4	6	40	3.5	5072	76
389	1994	7.1	6	5	1	83	0	1	1	0	100	3.6	142	59
390	1965	6.9	25	18	7	72	0	3	2	1	66	3.8	3351	77
391	1994	6	14	10	4	71	0	3	2	1	66	4	2470	87
392	1993	6.3	5	4	1	80	0	0	0	0	0	0	0	0
393	1994	2.9	24	3	21	12	0	4	0	4	0	2.2	10305	25
394	1967	8.3	25	22	3	88	7.8	5	4	1	80	3.8	2614	83
395	1995	4.3	9	2	7	22	4.5	6	2	4	33	4	36	100
396	1995	0	3	0	3	0	0	0	0	0	0	0	0	0
397	1991	6.9	38	29	9	76	8.3	6	6	0	100	3.4	13943	74
398	1995	7.3	8	7	1	87	0	1	1	0	100	3.9	177	83
401	1965	0	3	2	1	66	0	0	0	0	0	0	0	0
402	2006	5.4	98	46	52	46	5.7	24	13	11	54	3.4	91895	66
